Cycle start time,Cycle end time,Cycle timezone,Sleep onset,Wake onset,Sleep performance %,Respiratory rate (rpm),Asleep duration (min),In bed duration (min),Light sleep duration (min),Deep (SWS) duration (min),REM duration (min),Awake duration (min),Sleep need (min),Sleep debt (min),Sleep efficiency %,Nap
2/9/2021 22:31,2/10/2021 22:00,UTC-06:00,2/9/2021 22:31,2/10/2021 7:19,96,13.8,469,528,253,104,112,59,489,0,89,FALSE
2/8/2021 22:23,2/9/2021 22:31,UTC-06:00,2/8/2021 22:23,2/9/2021 7:40,100,13.8,523,557,167,120,236,34,461,0,94,FALSE
2/7/2021 21:37,2/8/2021 22:23,UTC-06:00,2/7/2021 21:37,2/8/2021 7:51,100,13.7,580,612,204,136,240,32,535,72,94,FALSE
2/6/2021 22:11,2/7/2021 21:37,UTC-06:00,2/6/2021 22:11,2/7/2021 3:59,68,13.7,330,348,133,76,121,18,488,27,95,FALSE
2/5/2021 23:54,2/6/2021 22:11,UTC-06:00,2/5/2021 23:54,2/6/2021 7:25,88,14.2,410,449,206,88,116,39,464,0,91,FALSE
2/4/2021 21:56,2/5/2021 23:54,UTC-06:00,2/4/2021 21:56,2/5/2021 7:37,100,13.9,545,580,189,122,234,35,462,0,93,FALSE
2/3/2021 22:56,2/4/2021 21:56,UTC-06:00,2/3/2021 22:56,2/4/2021 7:56,100,13.9,479,539,190,93,196,60,477,0,88,FALSE
2/2/2021 22:12,2/3/2021 22:56,UTC-06:00,2/2/2021 22:12,2/3/2021 7:09,100,13.7,501,536,245,78,178,35,458,0,93,FALSE
2/1/2021 21:52,2/2/2021 22:12,UTC-06:00,2/1/2021 21:52,2/2/2021 6:34,100,14.1,489,521,158,127,204,32,477,0,94,FALSE
1/31/2021 19:52,2/1/2021 21:52,UTC-06:00,1/31/2021 19:52,2/1/2021 6:48,100,14.2,604,655,266,144,194,51,587,129,92,FALSE
1/31/2021 2:04,1/31/2021 19:52,UTC-06:00,1/31/2021 2:04,1/31/2021 5:37,43,13.7,209,213,87,41,81,4,491,34,98,FALSE
1/30/2021 0:48,1/31/2021 2:04,UTC-06:00,1/30/2021 0:48,1/30/2021 8:10,85,13.9,420,441,281,60,79,21,494,17,95,FALSE
1/28/2021 23:22,1/30/2021 0:48,UTC-06:00,1/28/2021 23:22,1/29/2021 7:44,94,13.7,452,501,232,53,167,49,479,17,90,FALSE
1/27/2021 23:07,1/28/2021 23:22,UTC-06:00,1/27/2021 23:07,1/28/2021 7:43,94,13.8,455,514,196,105,154,59,483,0,88,FALSE
1/26/2021 23:07,1/27/2021 23:07,UTC-06:00,1/26/2021 23:07,1/27/2021 7:51,100,13.8,477,524,185,90,202,47,462,0,91,FALSE
1/25/2021 23:05,1/26/2021 23:07,UTC-06:00,1/25/2021 23:05,1/26/2021 9:07,100,14.6,533,587,264,106,163,54,464,0,90,FALSE
1/24/2021 22:20,1/25/2021 23:05,UTC-06:00,1/24/2021 22:20,1/25/2021 8:39,100,13.9,560,618,185,138,237,58,557,99,90,FALSE
1/23/2021 23:40,1/24/2021 22:20,UTC-06:00,1/23/2021 23:40,1/24/2021 4:29,56,14.3,277,289,124,44,109,12,493,34,95,FALSE
1/23/2021 0:46,1/23/2021 23:40,UTC-06:00,1/23/2021 0:46,1/23/2021 8:05,85,14.1,401,434,189,96,116,33,471,0,92,FALSE
1/21/2021 22:43,1/23/2021 0:46,UTC-06:00,1/21/2021 22:43,1/22/2021 8:14,100,13.9,534,571,265,115,154,37,464,0,93,FALSE
1/20/2021 21:35,1/21/2021 22:43,UTC-06:00,1/20/2021 21:35,1/21/2021 7:47,100,13.9,536,611,243,117,176,75,466,0,87,FALSE
1/19/2021 23:36,1/20/2021 21:35,UTC-06:00,1/19/2021 23:36,1/20/2021 7:39,100,13.8,466,479,233,90,143,13,464,0,97,FALSE
1/18/2021 22:59,1/19/2021 23:36,UTC-06:00,1/18/2021 22:59,1/19/2021 7:19,100,13.6,478,500,207,88,183,22,463,0,96,FALSE
1/17/2021 22:58,1/18/2021 22:59,UTC-06:00,1/17/2021 22:58,1/18/2021 7:56,100,13.8,494,538,214,99,181,44,458,0,91,FALSE
1/16/2021 23:23,1/17/2021 22:58,UTC-06:00,1/16/2021 23:23,1/17/2021 8:27,100,13.9,499,542,262,78,159,43,426,34,92,FALSE
1/16/2021 0:25,1/16/2021 23:23,UTC-06:00,1/16/2021 12:30,1/16/2021 13:44,14,14.2,66,73,49,11,6,7,492,34,91,TRUE
1/16/2021 0:25,1/16/2021 23:23,UTC-06:00,1/16/2021 0:25,1/16/2021 8:20,85,13.8,420,475,208,81,131,55,496,5,88,FALSE
1/14/2021 23:11,1/16/2021 0:25,UTC-06:00,1/14/2021 23:11,1/15/2021 7:29,98,13.9,454,498,207,63,184,44,464,2,91,FALSE
1/13/2021 23:05,1/14/2021 23:11,UTC-06:00,1/13/2021 23:05,1/14/2021 7:23,99,13.8,459,496,214,97,148,37,464,0,92,FALSE
1/12/2021 22:51,1/13/2021 23:05,UTC-06:00,1/12/2021 22:51,1/13/2021 8:14,100,13.8,515,562,238,91,186,47,463,0,91,FALSE
1/11/2021 23:16,1/12/2021 22:51,UTC-06:00,1/11/2021 23:16,1/12/2021 7:46,100,13.8,470,506,227,68,175,36,468,0,92,FALSE
1/10/2021 22:26,1/11/2021 23:16,UTC-06:00,1/10/2021 22:26,1/11/2021 8:50,100,13.8,580,623,241,119,220,43,498,38,93,FALSE
1/10/2021 0:34,1/10/2021 22:26,UTC-06:00,1/10/2021 0:34,1/10/2021 7:39,83,14,397,423,228,84,85,26,477,0,94,FALSE
1/8/2021 22:48,1/10/2021 0:34,UTC-06:00,1/8/2021 22:48,1/9/2021 7:28,100,13.9,479,516,226,95,158,37,476,0,92,FALSE
1/7/2021 22:01,1/8/2021 22:48,UTC-06:00,1/7/2021 22:01,1/8/2021 7:50,100,14,558,589,243,118,197,31,480,13,94,FALSE
1/6/2021 22:57,1/7/2021 22:01,UTC-06:00,1/6/2021 22:57,1/7/2021 6:47,94,13.9,430,470,130,96,204,40,457,0,91,FALSE
1/5/2021 22:31,1/6/2021 22:57,UTC-06:00,1/5/2021 22:31,1/6/2021 7:46,100,13.8,491,554,201,78,212,63,487,0,90,FALSE
1/4/2021 23:01,1/5/2021 22:31,UTC-06:00,1/4/2021 23:01,1/5/2021 8:13,100,13.7,515,545,274,88,153,30,461,0,95,FALSE
1/3/2021 22:35,1/4/2021 23:01,UTC-06:00,1/3/2021 22:35,1/4/2021 7:52,100,13.8,525,557,173,115,237,32,512,54,94,FALSE
1/3/2021 2:57,1/3/2021 22:35,UTC-06:00,1/3/2021 2:57,1/3/2021 9:27,76,14.1,359,389,130,87,142,30,474,0,92,FALSE
1/1/2021 21:29,1/3/2021 2:57,UTC-06:00,1/1/2021 21:29,1/2/2021 7:03,100,14.1,522,573,252,116,154,51,460,0,91,FALSE
1/1/2021 1:32,1/1/2021 21:29,UTC-06:00,1/1/2021 1:32,1/1/2021 10:38,100,14.2,493,545,208,127,158,52,479,0,90,FALSE
12/30/2020 23:06,1/1/2021 1:32,UTC-06:00,12/30/2020 23:06,12/31/2020 7:23,100,13.9,466,496,215,118,133,30,458,0,94,FALSE
12/29/2020 22:43,12/30/2020 23:06,UTC-06:00,12/29/2020 22:43,12/30/2020 7:26,100,13.8,488,520,252,78,158,32,462,0,93,FALSE
12/28/2020 22:40,12/29/2020 22:43,UTC-06:00,12/28/2020 22:40,12/29/2020 8:06,100,13.7,520,565,231,126,163,45,481,0,91,FALSE
12/27/2020 22:00,12/28/2020 22:40,UTC-06:00,12/27/2020 22:00,12/28/2020 7:31,100,13.7,529,570,123,139,267,41,470,5,93,FALSE
12/26/2020 23:04,12/27/2020 22:00,UTC-06:00,12/26/2020 23:04,12/27/2020 7:26,98,13.7,480,498,191,98,191,18,490,0,96,FALSE
12/25/2020 21:58,12/26/2020 23:04,UTC-06:00,12/25/2020 21:58,12/26/2020 6:54,100,13.7,482,535,236,94,152,53,474,14,90,FALSE
12/24/2020 22:36,12/25/2020 21:58,UTC-06:00,12/24/2020 22:36,12/25/2020 6:49,95,13.8,468,493,198,105,165,25,491,34,95,FALSE
12/23/2020 23:33,12/24/2020 22:36,UTC-06:00,12/23/2020 23:33,12/24/2020 6:44,85,14.1,409,430,185,84,140,21,479,0,95,FALSE
12/22/2020 22:05,12/23/2020 23:33,UTC-06:00,12/22/2020 22:05,12/23/2020 7:11,100,14.4,501,545,265,100,136,44,463,0,92,FALSE
12/21/2020 22:31,12/22/2020 22:05,UTC-06:00,12/21/2020 22:31,12/22/2020 7:28,100,13.9,479,535,262,90,127,56,475,0,89,FALSE
12/20/2020 22:24,12/21/2020 22:31,UTC-06:00,12/20/2020 22:24,12/21/2020 7:53,100,13.9,537,569,248,95,194,32,488,29,94,FALSE
12/19/2020 23:44,12/20/2020 22:24,UTC-06:00,12/19/2020 23:44,12/20/2020 8:19,87,14.4,477,512,166,99,212,35,546,61,93,FALSE
12/19/2020 2:39,12/19/2020 23:44,UTC-06:00,12/19/2020 2:39,12/19/2020 9:02,73,14.4,352,380,178,65,109,28,479,0,92,FALSE
12/17/2020 22:38,12/19/2020 2:39,UTC-06:00,12/17/2020 22:38,12/18/2020 6:59,100,13.8,476,500,191,105,180,24,462,0,95,FALSE
12/16/2020 21:47,12/17/2020 22:38,UTC-06:00,12/16/2020 21:47,12/17/2020 7:29,100,14.2,526,582,292,84,150,56,466,0,90,FALSE
12/15/2020 22:44,12/16/2020 21:47,UTC-06:00,12/15/2020 22:44,12/16/2020 7:57,100,13.9,524,553,272,86,166,29,491,0,94,FALSE
12/14/2020 22:20,12/15/2020 22:44,UTC-06:00,12/14/2020 22:20,12/15/2020 7:39,100,13.7,521,559,173,107,241,38,490,29,93,FALSE
12/14/2020 0:34,12/14/2020 22:20,UTC-06:00,12/14/2020 0:34,12/14/2020 8:35,87,14,466,481,168,110,188,15,536,77,96,FALSE
12/13/2020 2:24,12/14/2020 0:34,UTC-06:00,12/13/2020 2:24,12/13/2020 8:53,66,14.9,368,388,195,63,110,20,556,65,94,FALSE
12/12/2020 1:18,12/13/2020 2:24,UTC-06:00,12/12/2020 1:18,12/12/2020 7:05,71,14.2,336,346,167,50,119,10,477,0,97,FALSE
12/10/2020 22:53,12/12/2020 1:18,UTC-06:00,12/10/2020 22:53,12/11/2020 7:48,100,13.9,495,535,220,104,171,40,465,5,92,FALSE
12/9/2020 22:47,12/10/2020 22:53,UTC-06:00,12/9/2020 22:47,12/10/2020 6:55,98,14,449,488,186,107,156,39,458,0,92,FALSE
12/8/2020 23:02,12/9/2020 22:47,UTC-06:00,12/8/2020 23:02,12/9/2020 7:59,100,14,490,534,208,95,187,44,489,8,91,FALSE
12/7/2020 22:51,12/8/2020 23:02,UTC-06:00,12/7/2020 22:51,12/8/2020 7:06,97,13.8,471,494,191,100,180,23,483,0,95,FALSE
12/6/2020 21:48,12/7/2020 22:51,UTC-06:00,12/6/2020 21:48,12/7/2020 7:48,100,13.9,549,599,254,87,208,50,459,0,91,FALSE
12/5/2020 23:21,12/6/2020 21:48,UTC-06:00,12/5/2020 23:21,12/6/2020 8:19,100,13.9,492,533,206,104,182,41,477,18,92,FALSE
12/5/2020 1:06,12/5/2020 23:21,UTC-06:00,12/5/2020 1:06,12/5/2020 8:59,92,14.4,449,473,222,102,125,24,486,0,94,FALSE
12/3/2020 22:57,12/5/2020 1:06,UTC-06:00,12/3/2020 22:57,12/4/2020 7:31,100,14.2,478,513,217,104,157,35,468,0,93,FALSE
12/2/2020 23:12,12/3/2020 22:57,UTC-06:00,12/2/2020 23:12,12/3/2020 7:58,100,14.2,489,526,251,66,172,37,484,0,93,FALSE
12/2/2020 0:01,12/2/2020 23:12,UTC-06:00,12/2/2020 0:01,12/2/2020 9:22,100,13.9,524,557,214,118,192,33,479,0,93,FALSE
11/30/2020 22:26,12/2/2020 0:01,UTC-06:00,11/30/2020 22:26,12/1/2020 7:33,100,13.6,512,535,200,138,174,23,510,40,95,FALSE
11/29/2020 22:05,11/30/2020 22:26,UTC-06:00,11/29/2020 22:05,11/30/2020 5:23,82,14.1,394,437,178,88,128,43,484,22,90,FALSE
11/29/2020 0:42,11/29/2020 22:05,UTC-06:00,11/29/2020 0:42,11/29/2020 9:32,90,14.1,479,510,292,84,103,31,531,43,93,FALSE
11/28/2020 0:44,11/29/2020 0:42,UTC-06:00,11/28/2020 0:44,11/28/2020 8:16,81,14.1,401,451,173,95,133,50,495,8,88,FALSE
11/27/2020 0:20,11/28/2020 0:44,UTC-06:00,11/27/2020 0:20,11/27/2020 8:47,97,14.2,466,506,158,108,200,40,478,0,92,FALSE
11/25/2020 22:44,11/27/2020 0:20,UTC-06:00,11/25/2020 22:44,11/26/2020 7:26,100,14.4,487,517,212,114,161,30,476,17,94,FALSE
11/24/2020 23:58,11/25/2020 22:44,UTC-06:00,11/24/2020 23:58,11/25/2020 8:08,94,14.4,455,489,187,87,181,34,486,0,94,FALSE
11/23/2020 21:55,11/24/2020 23:58,UTC-06:00,11/23/2020 21:55,11/24/2020 7:44,100,14.5,554,589,283,104,167,35,548,77,94,FALSE
11/23/2020 0:56,11/23/2020 21:55,UTC-06:00,11/23/2020 0:56,11/23/2020 6:18,66,14.4,303,322,180,30,93,19,459,0,94,FALSE
11/22/2020 0:06,11/23/2020 0:56,UTC-06:00,11/22/2020 0:06,11/22/2020 9:22,100,15.3,514,555,246,117,151,41,472,72,92,FALSE
11/21/2020 2:34,11/22/2020 0:06,UTC-06:00,11/21/2020 16:07,11/21/2020 17:20,13,15.9,72,72,46,0,26,0,540,72,100,TRUE
11/21/2020 2:34,11/22/2020 0:06,UTC-06:00,11/21/2020 2:34,11/21/2020 8:06,68,13.9,314,332,130,60,124,18,460,0,94,FALSE
11/19/2020 22:47,11/21/2020 2:34,UTC-06:00,11/19/2020 22:47,11/20/2020 7:32,100,14.6,487,524,278,74,135,37,486,5,93,FALSE
11/18/2020 23:53,11/19/2020 22:47,UTC-06:00,11/18/2020 23:53,11/19/2020 8:09,98,14,450,487,210,97,143,37,460,0,92,FALSE
11/16/2020 22:36,11/17/2020 20:50,UTC-06:00,11/17/2020 20:50,11/18/2020 7:45,100,14.1,606,655,309,130,167,49,404,88,92,FALSE
11/16/2020 22:36,11/17/2020 20:50,UTC-06:00,11/17/2020 7:26,11/17/2020 9:58,27,14.4,147,152,105,16,26,5,545,88,96,TRUE
11/16/2020 22:36,11/17/2020 20:50,UTC-06:00,11/16/2020 22:36,11/17/2020 3:45,61,14.1,297,308,164,32,101,11,483,0,96,FALSE
11/16/2020 0:08,11/16/2020 22:36,UTC-06:00,11/16/2020 0:08,11/16/2020 9:14,100,13.8,522,545,163,93,266,23,471,0,95,FALSE
11/14/2020 22:37,11/16/2020 0:08,UTC-06:00,11/14/2020 22:37,11/15/2020 8:49,100,13.4,577,612,192,140,245,35,462,0,94,FALSE
11/13/2020 21:34,11/14/2020 22:37,UTC-06:00,11/13/2020 21:34,11/14/2020 5:59,100,13.7,471,504,202,96,173,33,458,0,93,FALSE
11/12/2020 21:56,11/13/2020 21:34,UTC-06:00,11/12/2020 21:56,11/13/2020 7:45,100,13.5,505,588,285,91,129,83,470,11,85,FALSE
11/11/2020 21:48,11/12/2020 21:56,UTC-06:00,11/11/2020 21:48,11/12/2020 6:55,96,13.5,458,547,244,87,127,89,478,20,83,FALSE
11/10/2020 22:00,11/11/2020 21:48,UTC-06:00,11/10/2020 22:00,11/11/2020 6:02,93,13,444,482,139,113,192,38,480,17,92,FALSE
11/9/2020 22:22,11/10/2020 22:00,UTC-06:00,11/9/2020 22:22,11/10/2020 6:47,94,13.7,440,505,202,76,162,65,469,0,87,FALSE
11/8/2020 21:53,11/9/2020 22:22,UTC-06:00,11/8/2020 21:53,11/9/2020 6:58,100,13.3,501,544,155,104,242,43,458,0,92,FALSE
11/7/2020 22:22,11/8/2020 21:53,UTC-06:00,11/7/2020 22:22,11/8/2020 8:13,100,13.9,535,590,198,113,224,55,423,50,90,FALSE
11/7/2020 1:18,11/7/2020 22:22,UTC-06:00,11/7/2020 11:00,11/7/2020 12:25,17,15.6,84,84,51,8,25,0,507,50,100,TRUE
11/7/2020 1:18,11/7/2020 22:22,UTC-06:00,11/7/2020 1:18,11/7/2020 8:49,78,15.2,388,450,142,45,201,62,500,17,86,FALSE
11/5/2020 22:42,11/7/2020 1:18,UTC-06:00,11/5/2020 22:42,11/6/2020 7:17,94,14.2,471,515,178,94,199,44,499,0,91,FALSE
11/4/2020 21:57,11/5/2020 22:42,UTC-06:00,11/4/2020 21:57,11/5/2020 7:41,100,14.2,534,583,202,128,204,49,492,23,91,FALSE
11/3/2020 23:00,11/4/2020 21:57,UTC-06:00,11/3/2020 23:00,11/4/2020 7:52,92,14.6,486,532,132,97,257,46,527,61,91,FALSE
11/3/2020 1:13,11/3/2020 23:00,UTC-06:00,11/3/2020 1:13,11/3/2020 8:20,73,14.5,409,426,182,64,163,17,563,77,96,FALSE
11/2/2020 1:15,11/3/2020 1:13,UTC-06:00,11/2/2020 1:15,11/2/2020 7:34,66,14,315,379,98,80,137,64,475,0,83,FALSE
10/31/2020 21:46,11/2/2020 2:15,UTC-05:00,10/31/2020 21:46,11/1/2020 7:31,100,14.3,556,584,205,110,241,28,480,22,95,FALSE
10/30/2020 21:48,10/31/2020 21:46,UTC-05:00,10/30/2020 21:48,10/31/2020 5:59,90,14.4,459,491,163,98,198,32,512,27,93,FALSE
10/29/2020 23:18,10/30/2020 21:48,UTC-05:00,10/29/2020 23:18,10/30/2020 7:45,88,14.4,448,507,167,88,193,59,512,29,89,FALSE
10/29/2020 0:09,10/29/2020 23:18,UTC-05:00,10/29/2020 0:09,10/29/2020 8:00,87,14.9,408,470,196,100,112,62,469,2,86,FALSE
10/27/2020 22:10,10/29/2020 0:09,UTC-05:00,10/27/2020 22:10,10/28/2020 6:59,99,14.1,498,529,191,92,215,31,501,32,94,FALSE
10/26/2020 23:16,10/27/2020 22:10,UTC-05:00,10/26/2020 23:16,10/27/2020 7:18,89,14.1,442,482,210,85,147,40,496,0,91,FALSE
10/25/2020 21:44,10/26/2020 23:16,UTC-05:00,10/25/2020 21:44,10/26/2020 7:29,100,14.7,538,585,259,96,183,47,510,52,92,FALSE
10/25/2020 2:23,10/25/2020 21:44,UTC-05:00,10/25/2020 2:23,10/25/2020 10:08,77,14.7,401,464,154,75,172,63,519,26,86,FALSE
10/23/2020 22:36,10/25/2020 2:23,UTC-05:00,10/23/2020 22:36,10/24/2020 6:40,91,14.5,448,484,192,106,150,36,491,20,92,FALSE
10/22/2020 21:26,10/23/2020 22:36,UTC-05:00,10/22/2020 21:26,10/23/2020 5:44,93,14.2,442,498,195,74,173,56,477,45,88,FALSE
10/21/2020 22:05,10/22/2020 21:26,UTC-05:00,10/22/2020 12:20,10/22/2020 13:29,13,14.6,65,69,48,12,5,4,504,45,94,TRUE
10/21/2020 22:05,10/22/2020 21:26,UTC-05:00,10/21/2020 22:05,10/22/2020 5:32,80,14.5,407,447,214,80,113,40,511,23,90,FALSE
10/20/2020 23:23,10/21/2020 22:05,UTC-05:00,10/20/2020 23:23,10/21/2020 7:38,92,14.4,457,494,177,96,184,37,496,0,92,FALSE
10/19/2020 23:06,10/20/2020 23:23,UTC-05:00,10/19/2020 23:06,10/20/2020 7:40,100,14.3,479,513,175,113,191,34,473,0,93,FALSE
10/18/2020 20:56,10/19/2020 23:06,UTC-05:00,10/18/2020 20:56,10/19/2020 7:16,100,14.6,568,619,213,144,211,51,484,88,91,FALSE
10/18/2020 1:46,10/18/2020 20:56,UTC-05:00,10/18/2020 13:23,10/18/2020 14:26,12,14.6,63,63,50,13,0,0,546,88,100,TRUE
10/18/2020 1:46,10/18/2020 20:56,UTC-05:00,10/18/2020 1:46,10/18/2020 7:53,61,14.7,324,366,166,78,80,42,535,52,88,FALSE
10/17/2020 0:02,10/18/2020 1:46,UTC-05:00,10/17/2020 0:02,10/17/2020 7:41,77,14.1,401,459,194,109,98,58,518,29,87,FALSE
10/15/2020 21:09,10/17/2020 0:02,UTC-05:00,10/15/2020 21:09,10/16/2020 5:17,87,14.6,443,487,212,90,141,44,512,27,90,FALSE
10/14/2020 23:32,10/15/2020 21:09,UTC-05:00,10/14/2020 23:32,10/15/2020 7:22,88,14.5,440,469,221,80,139,29,501,22,93,FALSE
10/13/2020 22:47,10/14/2020 23:32,UTC-05:00,10/13/2020 22:47,10/14/2020 6:56,90,14,441,488,218,78,145,47,491,0,90,FALSE
10/12/2020 21:31,10/13/2020 22:47,UTC-05:00,10/12/2020 21:31,10/13/2020 8:00,100,14.3,553,628,278,105,170,75,482,0,88,FALSE
10/11/2020 23:02,10/12/2020 21:31,UTC-05:00,10/11/2020 23:02,10/12/2020 7:14,100,14.5,464,492,224,82,158,28,466,8,94,FALSE
10/10/2020 22:43,10/11/2020 23:02,UTC-05:00,10/10/2020 22:43,10/11/2020 8:37,97,14.5,534,594,234,114,186,60,552,61,89,FALSE
10/10/2020 1:22,10/10/2020 22:43,UTC-05:00,10/10/2020 1:22,10/10/2020 7:40,73,14.9,352,377,178,67,107,25,482,0,93,FALSE
10/8/2020 22:16,10/10/2020 1:22,UTC-05:00,10/8/2020 22:16,10/9/2020 8:05,100,14.4,525,588,149,122,254,63,475,15,89,FALSE
10/7/2020 23:46,10/8/2020 22:16,UTC-05:00,10/7/2020 23:46,10/8/2020 8:12,93,14.4,456,506,256,84,116,50,492,0,90,FALSE
10/6/2020 21:34,10/7/2020 23:46,UTC-05:00,10/6/2020 21:34,10/7/2020 7:52,100,14.4,587,618,242,134,211,31,484,0,95,FALSE
10/5/2020 22:29,10/6/2020 21:34,UTC-05:00,10/5/2020 22:29,10/6/2020 7:32,100,14.4,500,543,284,104,112,43,485,0,92,FALSE
10/4/2020 21:45,10/5/2020 22:29,UTC-05:00,10/4/2020 21:45,10/5/2020 7:53,100,14.2,556,607,195,135,226,51,538,61,91,FALSE
10/4/2020 2:01,10/4/2020 21:45,UTC-05:00,10/4/2020 2:01,10/4/2020 8:19,73,14.6,354,378,165,78,111,24,484,0,93,FALSE
10/2/2020 23:24,10/4/2020 2:01,UTC-05:00,10/2/2020 23:24,10/3/2020 8:24,100,14.9,514,540,247,106,161,26,467,8,95,FALSE
10/1/2020 23:23,10/2/2020 23:24,UTC-05:00,10/1/2020 23:23,10/2/2020 7:55,97,14.4,461,512,183,106,172,51,475,2,90,FALSE
9/30/2020 22:21,10/1/2020 23:23,UTC-05:00,9/30/2020 22:21,10/1/2020 7:19,99,14.8,487,537,188,99,200,50,492,23,90,FALSE
9/29/2020 23:42,9/30/2020 22:21,UTC-05:00,9/29/2020 23:42,9/30/2020 7:32,92,14.4,442,470,139,119,184,28,483,0,94,FALSE
9/28/2020 21:48,9/29/2020 23:42,UTC-05:00,9/28/2020 21:48,9/29/2020 7:16,100,14.9,550,568,306,106,138,18,501,25,97,FALSE
9/27/2020 21:45,9/28/2020 21:48,UTC-05:00,9/27/2020 21:45,9/28/2020 5:34,89,14.8,440,468,179,89,172,28,494,34,94,FALSE
9/26/2020 23:23,9/27/2020 21:45,UTC-05:00,9/26/2020 23:23,9/27/2020 7:08,85,14.7,436,465,159,96,181,29,514,11,93,FALSE
9/25/2020 23:36,9/26/2020 23:23,UTC-05:00,9/25/2020 23:36,9/26/2020 8:38,96,15.5,482,542,170,126,186,60,501,26,89,FALSE
9/24/2020 22:15,9/25/2020 23:36,UTC-05:00,9/24/2020 22:15,9/25/2020 6:40,91,14.6,471,504,250,101,120,33,515,36,93,FALSE
9/23/2020 22:24,9/24/2020 22:15,UTC-05:00,9/23/2020 22:24,9/24/2020 6:15,84,14.6,428,470,203,75,150,42,510,23,91,FALSE
9/23/2020 0:47,9/23/2020 22:24,UTC-05:00,9/23/2020 0:47,9/23/2020 8:27,92,14.5,426,460,142,95,189,34,462,0,92,FALSE
9/21/2020 22:31,9/23/2020 0:47,UTC-05:00,9/21/2020 22:31,9/22/2020 7:40,100,15.1,520,549,171,130,219,29,515,56,94,FALSE
9/20/2020 22:49,9/21/2020 22:31,UTC-05:00,9/20/2020 22:49,9/21/2020 5:59,75,14.8,383,430,172,89,122,47,509,43,89,FALSE
9/20/2020 0:08,9/20/2020 22:49,UTC-05:00,9/20/2020 0:08,9/20/2020 7:09,81,14.9,396,421,151,70,175,25,492,25,94,FALSE
9/18/2020 22:56,9/20/2020 0:08,UTC-05:00,9/18/2020 22:56,9/19/2020 6:53,89,14.9,433,477,131,96,206,44,488,14,91,FALSE
9/17/2020 22:39,9/18/2020 22:56,UTC-05:00,9/17/2020 22:39,9/18/2020 7:20,95,15.3,481,520,197,99,185,39,504,20,92,FALSE
9/16/2020 22:37,9/17/2020 22:39,UTC-05:00,9/16/2020 22:37,9/17/2020 6:14,91,15.3,424,456,166,81,177,32,466,2,92,FALSE
9/15/2020 23:11,9/16/2020 22:37,UTC-05:00,9/15/2020 23:11,9/16/2020 7:40,99,15.1,492,509,276,82,134,17,498,8,96,FALSE
9/14/2020 22:13,9/15/2020 23:11,UTC-05:00,9/14/2020 22:13,9/15/2020 7:11,97,14.8,511,538,159,97,255,27,528,70,94,FALSE
9/14/2020 0:14,9/14/2020 22:13,UTC-05:00,9/14/2020 0:14,9/14/2020 6:09,69,14.9,329,355,149,74,106,26,476,0,94,FALSE
9/12/2020 22:12,9/14/2020 0:14,UTC-05:00,9/12/2020 22:12,9/13/2020 7:36,100,15.2,521,564,225,115,181,43,496,38,92,FALSE
9/10/2020 22:36,9/11/2020 23:04,UTC-05:00,9/11/2020 23:04,9/12/2020 5:59,83,14.8,399,415,182,79,138,16,480,5,96,FALSE
9/10/2020 22:36,9/11/2020 23:04,UTC-05:00,9/10/2020 22:36,9/11/2020 7:38,98,14.7,484,542,240,93,151,58,495,0,89,FALSE
9/9/2020 23:23,9/10/2020 22:36,UTC-05:00,9/9/2020 23:23,9/10/2020 8:19,100,14.4,512,536,204,109,199,24,490,0,95,FALSE
9/8/2020 22:28,9/9/2020 23:23,UTC-05:00,9/8/2020 22:28,9/9/2020 7:39,100,14.3,514,550,202,99,213,36,491,31,94,FALSE
9/7/2020 23:50,9/8/2020 22:28,UTC-05:00,9/7/2020 23:50,9/8/2020 7:38,86,14.6,412,467,233,70,109,55,482,2,88,FALSE
9/7/2020 2:11,9/7/2020 23:50,UTC-05:00,9/7/2020 2:11,9/7/2020 9:31,99,14.7,400,440,111,100,189,40,405,0,91,FALSE
9/5/2020 21:39,9/7/2020 2:11,UTC-05:00,9/6/2020 14:35,9/6/2020 15:45,15,14.6,70,70,55,0,15,0,474,0,100,TRUE
9/5/2020 21:39,9/7/2020 2:11,UTC-05:00,9/5/2020 21:39,9/6/2020 7:13,100,14.3,535,573,254,111,170,38,496,38,93,FALSE
9/4/2020 22:52,9/5/2020 21:39,UTC-05:00,9/4/2020 22:52,9/5/2020 5:59,83,14.7,399,427,173,74,152,28,478,0,93,FALSE
9/3/2020 22:23,9/4/2020 22:52,UTC-05:00,9/3/2020 22:23,9/4/2020 7:16,100,14.6,500,533,176,109,215,33,466,0,94,FALSE
9/2/2020 22:39,9/3/2020 22:23,UTC-05:00,9/2/2020 22:39,9/3/2020 7:02,100,14.6,476,503,227,90,159,27,457,0,94,FALSE
9/1/2020 21:36,9/2/2020 22:39,UTC-05:00,9/1/2020 21:36,9/2/2020 6:38,100,14.8,496,541,335,70,91,45,471,75,91,FALSE
8/31/2020 22:05,9/1/2020 21:36,UTC-05:00,9/1/2020 8:08,9/1/2020 9:27,14,15.5,73,78,40,16,17,5,531,75,93,TRUE
8/31/2020 22:05,9/1/2020 21:36,UTC-05:00,8/31/2020 22:05,9/1/2020 3:51,67,14.9,317,345,151,57,109,28,471,0,93,FALSE
